complaint_text,product
landlord overcharging rent,Rent/Building
landlord not doing repairs,Rent/Building
landlord entering without permission,Rent/Building
landlord threat,Rent/Building
landlord not providing water,Rent/Building
landlord cutting electricity,Rent/Building
landlord increasing rent unfairly,Rent/Building
landlord changing lock,Rent/Building
landlord refusing agreement,Rent/Building
rent agreement dispute,Rent/Building
rent hike without notice,Rent/Building
rent increase dispute,Rent/Building
no rent receipt given,Rent/Building
fake rent receipt,Rent/Building
rent fraud,Rent/Building
double rent charged,Rent/Building
maintenance issue in building,Rent/Building
lift not working,Rent/Building
elevator breakdown,Rent/Building
lift stuck,Rent/Building
lift unsafe,Rent/Building
lift accident,Rent/Building
lift service delay,Rent/Building
staircase damaged,Rent/Building
stairs broken,Rent/Building
stairs unsafe,Rent/Building
corridor lights not working,Rent/Building
building gate broken,Rent/Building
main door damaged,Rent/Building
security guard absent,Rent/Building
no security in building,Rent/Building
watchman missing,Rent/Building
security issue,Rent/Building
fire exit blocked,Rent/Building
emergency exit locked,Rent/Building
parking dispute,Rent/Building
parking space taken,Rent/Building
no parking for tenants,Rent/Building
illegal parking in building,Rent/Building
parking slot encroached,Rent/Building
common area misuse,Rent/Building
common hall locked,Rent/Building
common space dispute,Rent/Building
gym equipment broken,Rent/Building
clubhouse closed,Rent/Building
swimming pool dirty,Rent/Building
pool closed without reason,Rent/Building
water leak in apartment,Rent/Building
pipe burst in flat,Rent/Building
ceiling leak,Rent/Building
roof water seepage,Rent/Building
water damage to walls,Rent/Building
mold in flat,Rent/Building
damp walls,Rent/Building
paint peeling,Rent/Building
broken window,Rent/Building
window lock broken,Rent/Building
door broken,Rent/Building
door lock faulty,Rent/Building
door handle broken,Rent/Building
tiles broken,Rent/Building
floor damaged,Rent/Building
marble crack,Rent/Building
wood flooring damaged,Rent/Building
false ceiling damage,Rent/Building
kitchen slab crack,Rent/Building
sink leakage,Rent/Building
toilet leak,Rent/Building
toilet flush not working,Rent/Building
bathroom tiles broken,Rent/Building
bathroom seepage,Rent/Building
bathtub cracked,Rent/Building
shower not working,Rent/Building
geyser not working,Rent/Building
plumbing issue in flat,Rent/Building
electrical fault in apartment,Rent/Building
wiring exposed,Rent/Building
switchboard spark,Rent/Building
switch not working,Rent/Building
fan not working,Rent/Building
light not working,Rent/Building
AC not cooling,Rent/Building
AC water leak,Rent/Building
heater faulty,Rent/Building
intercom not working,Rent/Building
doorbell not working,Rent/Building
balcony railing broken,Rent/Building
balcony unsafe,Rent/Building
terrace leak,Rent/Building
terrace unsafe,Rent/Building
roof tiles broken,Rent/Building
boundary wall broken,Rent/Building
compound wall crack,Rent/Building
gate lock broken,Rent/Building
building paint peeling,Rent/Building
building wall crack,Rent/Building
building structure weak,Rent/Building
structural damage,Rent/Building
building needs renovation,Rent/Building
illegal floor construction,Rent/Building
extra floor without approval,Rent/Building
building not approved,Rent/Building
illegal extension,Rent/Building
building not as per plan,Rent/Building
building completion certificate missing,Rent/Building
occupancy certificate missing,Rent/Building
building unsafe for living,Rent/Building
evacuation needed,Rent/Building
building leaning,Rent/Building
building collapse risk,Rent/Building
cracks in pillar,Rent/Building
pillar damaged,Rent/Building
beam crack,Rent/Building
beam damage,Rent/Building
foundation sinking,Rent/Building
foundation crack,Rent/Building
basement flooding,Rent/Building
basement leak,Rent/Building
basement unsafe,Rent/Building
storage room leak,Rent/Building
store room damaged,Rent/Building
shop in building unsafe,Rent/Building
illegal shops in building,Rent/Building
illegal godown in building,Rent/Building
commercial activity in residential building,Rent/Building
unauthorized office in building,Rent/Building
noise in building,Rent/Building
neighbour disturbance,Rent/Building
illegal activities in building,Rent/Building
gambling in building,Rent/Building
drinking in common area,Rent/Building
smoking in building,Rent/Building
illegal hostel in building,Rent/Building
PG safety issue,Rent/Building
PG overcrowded,Rent/Building
PG overcharging,Rent/Building
PG unsafe,Rent/Building
unauthorized PG,Rent/Building
traffic jam,Traffic
bahut traffic hai,Traffic
signal broken,Traffic
road block,Traffic
signal light fail,Traffic
traffic light not working,Traffic
road jam,Traffic
signal not working,Traffic
traffic block,Traffic
traffic,Traffic
jam,Traffic
road signal fail,Traffic
intersection jam,Traffic
traffic halt,Traffic
traffic slow,Traffic
vehicle stuck,Traffic
signal delay,Traffic
road congestion,Traffic
traffic heavy,Traffic
long queue,Traffic
fire extinguisher expired,Fire Safety
fire extinguisher not working,Fire Safety
fire alarm not ringing,Fire Safety
fire detector faulty,Fire Safety
smoke detector not working,Fire Safety
fire alarm false alert,Fire Safety
fire alarm disconnected,Fire Safety
fire escape door locked,Fire Safety
emergency exit jammed,Fire Safety
emergency door blocked,Fire Safety
fire staircase blocked,Fire Safety
fire escape path obstructed,Fire Safety
emergency route unclear,Fire Safety
fire exit sign missing,Fire Safety
fire exit light off,Fire Safety
fire extinguisher bracket broken,Fire Safety
fire hose damaged,Fire Safety
fire hose missing,Fire Safety
fire hydrant leaking,Fire Safety
hydrant not connected,Fire Safety
hydrant not functional,Fire Safety
sprinkler system not working,Fire Safety
sprinkler pipe leak,Fire Safety
sprinkler head broken,Fire Safety
fire suppression system not working,Fire Safety
no fire alarm installed,Fire Safety
no fire safety system,Fire Safety
fire system maintenance pending,Fire Safety
fire inspection overdue,Fire Safety
fire NOC expired,Fire Safety
fire safety audit pending,Fire Safety
fire escape door rusted,Fire Safety
emergency door not opening,Fire Safety
exit door stuck,Fire Safety
emergency lock jammed,Fire Safety
fire alarm panel error,Fire Safety
fire control room unmanned,Fire Safety
fire control system failure,Fire Safety
heat detector faulty,Fire Safety
heat alarm not working,Fire Safety
burning smell in lift,Fire Safety
burning smell in corridor,Fire Safety
burning smell from wiring,Fire Safety
electrical fire risk,Fire Safety
short circuit fire,Fire Safety
electric spark in meter room,Fire Safety
electric spark in panel,Fire Safety
electric spark in wiring,Fire Safety
fan burning smell,Fire Safety
AC burning smell,Fire Safety
kitchen fire risk,Fire Safety
gas stove fire,Fire Safety
gas leak fire hazard,Fire Safety
cylinder blast risk,Fire Safety
candle fire hazard,Fire Safety
matchstick fire hazard,Fire Safety
lighter fire hazard,Fire Safety
petrol storage fire risk,Fire Safety
diesel leak fire risk,Fire Safety
chemical storage fire hazard,Fire Safety
paint storage fire hazard,Fire Safety
flammable liquid storage,Fire Safety
flammable gas storage,Fire Safety
combustible material storage,Fire Safety
wood storage fire risk,Fire Safety
paper storage fire risk,Fire Safety
cardboard storage fire risk,Fire Safety
cloth storage fire risk,Fire Safety
curtain fire risk,Fire Safety
sofa fire hazard,Fire Safety
mattress fire hazard,Fire Safety
fire near transformer,Fire Safety
fire near electric pole,Fire Safety
fire near substation,Fire Safety
fire near petrol pump,Fire Safety
fire near gas station,Fire Safety
fire near chemical plant,Fire Safety
factory fire hazard,Fire Safety
warehouse fire hazard,Fire Safety
godown fire hazard,Fire Safety
shop fire hazard,Fire Safety
mall fire hazard,Fire Safety
school fire hazard,Fire Safety
hospital fire hazard,Fire Safety
hotel fire hazard,Fire Safety
restaurant fire hazard,Fire Safety
office fire hazard,Fire Safety
cinema fire hazard,Fire Safety
auditorium fire hazard,Fire Safety
stadium fire hazard,Fire Safety
public gathering fire risk,Fire Safety
festival fire risk,Fire Safety
stage fire hazard,Fire Safety
event fire hazard,Fire Safety
firecrackers fire hazard,Fire Safety
Diwali fire hazard,Fire Safety
Holi fire hazard,Fire Safety
New Year fire hazard,Fire Safety
fire drill not conducted,Fire Safety
fire training not given,Fire Safety
fire safety staff absent,Fire Safety
fire fighting team not available,Fire Safety
fire truck delayed,Fire Safety
fire engine not arriving,Fire Safety
fire brigade late,Fire Safety
fire water tank empty,Fire Safety
fire pump not working,Fire Safety
fire pump switch faulty,Fire Safety
fire control valve stuck,Fire Safety
fire damper not closing,Fire Safety
smoke vent jammed,Fire Safety
smoke exhaust fan not working,Fire Safety
fire escape ladder missing,Fire Safety
fire escape ladder broken,Fire Safety
fire escape rope missing,Fire Safety
fire blanket missing,Fire Safety
fire bucket empty,Fire Safety
fire bucket missing,Fire Safety
fire sand bucket missing,Fire Safety
fire sand bucket empty,Fire Safety
fire extinguisher glass broken,Fire Safety
fire extinguisher cabinet open,Fire Safety
fire extinguisher stolen,Fire Safety
fire extinguisher blocked,Fire Safety
fire alarm battery low,Fire Safety
fire alarm battery missing,Fire Safety
fire panel battery dead,Fire Safety
smoke detector battery low,Fire Safety
smoke detector battery dead,Fire Safety
heat detector battery low,Fire Safety
emergency light not working,Fire Safety
emergency torch missing,Fire Safety
emergency kit missing,Fire Safety
emergency kit incomplete,Fire Safety
signal down,Traffic
signal kaam nahi kar raha,Traffic
traffic ka jam,Traffic
signal red atka hua,Traffic
traffic light blink ho rahi,Traffic
traffic signal dead,Traffic
road closed,Traffic
bridge blocked,Traffic
flyover jam,Traffic
highway jam,Traffic
expressway blocked,Traffic
toll plaza jam,Traffic
railway crossing jam,Traffic
barrier down traffic,Traffic
crossroad jam,Traffic
roundabout jam,Traffic
diversion pe jam,Traffic
accident ke kaaran jam,Traffic
road accident traffic,Traffic
truck overturned traffic,Traffic
bus breakdown traffic,Traffic
car breakdown jam,Traffic
construction se jam,Traffic
road repair jam,Traffic
drain work jam,Traffic
pothole se traffic slow,Traffic
heavy rain traffic,Traffic
flooded road jam,Traffic
snow road jam,Traffic
fog traffic slow,Traffic
mist road block,Traffic
police checkpost jam,Traffic
RTO check se jam,Traffic
VIP movement se jam,Traffic
minister visit jam,Traffic
political rally jam,Traffic
protest rally jam,Traffic
morcha ke kaaran traffic,Traffic
strike rally jam,Traffic
marriage procession jam,Traffic
baarat jam,Traffic
festival traffic,Traffic
Diwali market jam,Traffic
Eid bazaar traffic,Traffic
Christmas rush traffic,Traffic
New Year jam,Traffic
Ganpati visarjan jam,Traffic
Navratri garba traffic,Traffic
Durga puja pandal jam,Traffic
Baisakhi mela jam,Traffic
Kumbh mela traffic,Traffic
fairground traffic,Traffic
sports event jam,Traffic
stadium match traffic,Traffic
cricket match jam,Traffic
football match traffic,Traffic
concert traffic,Traffic
movie premiere jam,Traffic
shooting location traffic,Traffic
film shoot road block,Traffic
bike rally traffic,Traffic
car rally traffic,Traffic
cycle race traffic,Traffic
marathon traffic,Traffic
pedestrian crossing jam,Traffic
jaywalking se traffic,Traffic
animal crossing jam,Traffic
cow road block,Traffic
buffalo road block,Traffic
dog road block,Traffic
monkey road jam,Traffic
camel road block,Traffic
elephant road jam,Traffic
bullock cart road block,Traffic
tractor road jam,Traffic
tempo road jam,Traffic
rickshaw jam,Traffic
auto rickshaw block,Traffic
bus stand jam,Traffic
taxi stand jam,Traffic
parking se road block,Traffic
double parking jam,Traffic
wrong parking se jam,Traffic
no parking zone me gaadi,Traffic
parked truck road block,Traffic
parked bus road block,Traffic
parked tempo road block,Traffic
delivery van road block,Traffic
loading unloading se jam,Traffic
market area traffic,Traffic
bazaar road jam,Traffic
mall traffic,Traffic
shopping complex jam,Traffic
restaurant area traffic,Traffic
street food jam,Traffic
hawker zone traffic,Traffic
vendor road block,Traffic
weekly market jam,Traffic
sabzi mandi traffic,Traffic
wholesale market jam,Traffic
industrial area jam,Traffic
factory shift change traffic,Traffic
office hours jam,Traffic
school time jam,Traffic
college time jam,Traffic
exam centre traffic,Traffic
hospital road jam,Traffic
ambulance stuck traffic,Traffic
fire truck stuck jam,Traffic
police van stuck traffic,Traffic
VIP convoy road block,Traffic
governor visit jam,Traffic
prime minister visit traffic,Traffic
president visit traffic,Traffic
chief minister visit jam,Traffic
MLA visit jam,Traffic
MP visit traffic,Traffic
film star visit jam,Traffic
celebrity visit traffic,Traffic
politician visit traffic,Traffic
religious leader visit jam,Traffic
roadside accident crowd,Traffic
spectator crowd jam,Traffic
road show jam,Traffic
bike stunt jam,Traffic
street racing jam,Traffic
illegal racing jam,Traffic
drag race traffic,Traffic
donkey cart road jam,Traffic
horse carriage traffic,Traffic
tanga road block,Traffic
metro construction jam,Traffic
flyover construction jam,Traffic
bridge repair traffic,Traffic
road widening jam,Traffic
pavement work jam,Traffic
pipeline repair jam,Traffic
cable laying traffic,Traffic
manhole repair jam,Traffic
sewer repair traffic,Traffic
water pipe repair jam,Traffic
gas pipeline repair jam,Traffic
electric work road block,Traffic
pole installation jam,Traffic
tree cutting road jam,Traffic
tree fall traffic block,Traffic
fallen pole road jam,Traffic
fallen wire road block,Traffic
open manhole traffic,Traffic
dikkat ho raha h raaasta pr bhot,Road Maintenance
ligt anahi aa rahi h,Electricity
ghar m pani aa rha h road se,Road Maintenance
pani nahi aa raha ghar pr,Water Supply
aaj bijli nahi aayi 2 ghante se,Electricity
there is pothole in front of stationary shop,Road Maintenance
raaasta pr dikkat h,Road Maintenance
raaasta pr hai,Road Maintenance
dikkat ho raha h raaasta pr bhot jaada yar,Road Maintenance
paani ka  issue hai,Water Supply
paani kam hai,Water Supply
bijli nahi aa rahi hai,Electricity
selling more than mrp raju sweet shop,Consumer Affairs
there is issue in the main switch board,Electricity
paani bhar gaya hai naali mai,Drainage
pothole issue,Road Maintenance
mera ghaaar paisa jaada maang raha,Rent/Building
paani nahi aa raaha,Water Supply
Bijli Nahi aa rahi,Electricity
paani nahi aa  raha,Water Supply
There is some issue in gutter off the road,Road Maintenance
paani ki dikkat,Water Supply
paani ni aa raha,Water Supply
paani ki dikkat hai,Water Supply
Electricity problem,Electricity
light chole geche,Electricity
current kete geche,Electricity
bijli nei,Electricity
amader ekhane current nei,Electricity
line kete geche,Electricity
transformer e agun legeche,Electricity
wire chire geche,Electricity
load shedding hocche khub,Electricity
light blink korche bar bar,Electricity
meter e line asche na,Electricity
tar chire rastaye pore ache,Electricity
bijli chole geche,Electricity
jol asche na kol e,Water Supply
kol e jol nei,Water Supply
joler pipe leak korche,Water Supply
pipe phete jol berocche,Water Supply
nongra jol asche tap e,Water Supply
jol er line e leakage ache,Water Supply
khabar jol nei amader ekhane,Water Supply
jol er pipe line bhenge geche,Water Supply
tanki te jol nei,Water Supply
joler supply bondho,Water Supply
nongra hoye ache charidik,Sanitation
aborjana porishkar korar lok nei,Sanitation
toilet khub nongra,Sanitation
gondho berocche nardama theke,Sanitation
nongra aborjana jome ache,Sanitation
dustbin porishkar kora dorkar,Sanitation
porishkar porichonnotar অভাব,Sanitation
goli nongra hoye ache,Sanitation
rasta kharap khub,Road Maintenance
rastaye khub gorto hoyeche,Road Maintenance
rasta bhenge geche puro,Road Maintenance
gorto hoye ache pitch rastaye,Road Maintenance
rasta thik kora dorkar,Road Maintenance
rastaye chola jacche na gorto jonno,Road Maintenance
broken road repair chai,Road Maintenance
rasta repair kora hok,Road Maintenance
street light jolche na,Public Lighting
post er light bondho,Public Lighting
rastaye andhar hoye ache light chara,Public Lighting
street light repair kora dorkar,Public Lighting
bulb kharup street light er,Public Lighting
rastar light jolche na ratre,Public Lighting
gas leak hocche smell asche,Gas Leaks
gaser gondho berocche cylinder theke,Gas Leaks
gas pipeline leak korche,Gas Leaks
cylinder theke gas leak korche mone hocche,Gas Leaks
loud speaker er awaj khub besi,Noise
jore dj box bajano hocche,Noise
mic er joralo awaj,Noise
noise pollution hocche ratre,Noise
sound box khub jore bajche,Noise
kachra phelche rastaye shobai,Waste Management
kachrar gari aseni koyekdin,Waste Management
dustbin e aborjana vorte,Waste Management
waste management khub kharap,Waste Management
nardama bondho hoye geche,Drainage
drain er jol rastaye jome geche,Drainage
drain jam hoye geche puro,Drainage
nongra jol overflow hocche drain theke,Drainage
drain clean kora dorkar,Drainage
traffic jam khub besi ekhane,Traffic
rasta jam hoye ache gaari cholche na,Traffic
traffic signal kaj korche na,Traffic
signal light bondho hoye ache,Traffic
current nei,Electricity
ekhane current asche na,Electricity
kal rat theke load shedding,Electricity
barite current nei,Electricity
transformer blast koreche,Electricity
meter kharap hoye geche,Electricity
current er line kete geche,Electricity
tar chire poreche,Electricity
voltage khub low,Electricity
voltage up down korche,Electricity
load shedding bar bar hocche,Electricity
amar meter theke spark korche,Electricity
biddut bibhag theke keu asheni,Electricity
current na thakay khub koste achi,Electricity
line e problem,Electricity
barir samne electric tar chireche,Electricity
meter e reading vul,Electricity
current bill besi asche,Electricity
line e current nei,Electricity
amar current line thik koro,Electricity
khutir tar chire geche,Electricity
current er pole beke geche,Electricity
current er baksho khola,Electricity
switch board theke dhoa berocche,Electricity
main switch nosto,Electricity
current saradin nei,Electricity
electric meter badlate hobe,Electricity
biddut nei,Electricity
lok aseni line thik korte,Electricity
current er office e call dhorche na,Electricity
low voltage e fan ghurche na,Electricity
current gelo abar,Electricity
tar theke agun berocche,Electricity
electricity cutoff,Electricity
meter e light jolche na,Electricity
fuse ure geche,Electricity
current asbe kokhon,Electricity
electric pole e spark,Electricity
shok legeche current er tare,Electricity
biddut bibhrat,Electricity
current nei 3 ghonta dhore,Electricity
line chalu korun,Electricity
amader elakay current nei,Electricity
biddut chole geche,Electricity
current ta thik korun,Electricity
load shedding kobe theke bondho hobe,Electricity
amar meter bondho,Electricity
transformer theke dhoya asche,Electricity
current connection kete diyechen keno,Electricity
line thik korte lok pathan,Electricity
jol asche na,Water Supply
khabar jol nei,Water Supply
nongra jol asche kol theke,Water Supply
jol er line bhenge geche,Water Supply
jole gondho,Water Supply
jol khub kom asche,Water Supply
pipe fete jol berocche,Water Supply
jol aseni saradin,Water Supply
jol er meter kharap,Water Supply
jole poka,Water Supply
rasta diye jol bose geche,Water Supply
kol theke jol porche na,Water Supply
joler pressure nei,Water Supply
supply er jol asche na,Water Supply
amader ekhane jol nei,Water Supply
kalker theke jol bondho,Water Supply
jol pawa jacche na,Water Supply
nongra jol asche khabar jol nei,Water Supply
pipe leak koreche,Water Supply
joler line jam,Water Supply
jol theke kacha gondho asche,Water Supply
jol thik moto asche na,Water Supply
drink korar jol nei,Water Supply
jol chai amader,Water Supply
kolta bhenge geche jol porche,Water Supply
tube well kharap,Water Supply
pump nosto,Water Supply
jol tulte parchi na,Water Supply
rasta jole vese jacche,Water Supply
kal theke joler obhab,Water Supply
jole klorin besi,Water Supply
jol keno asche na,Water Supply
joler tank faitta geche,Water Supply
amader joler line dewa hok,Water Supply
jole kada asche,Water Supply
jol sob fete berocche,Water Supply
water supply kharap,Water Supply
joler subidha nei,Water Supply
tank theke jol over flow hocche,Water Supply
municipality theke jol asche na,Water Supply
amader jol din,Water Supply
jol fute nikalche,Water Supply
jole nongra vasa,Water Supply
jol kal theke asbe ki na,Water Supply
jol line repair chai,Water Supply
jol er problem slove koro,Water Supply
jol porche rasta diye,Water Supply
jol saradin pawa jacche na,Water Supply
bathroom e jol nei,Water Supply
rasta bhenge geche puro gorto hoyeche,Road Maintenance
rasta te khub kada,Road Maintenance
rasta te gorto,Road Maintenance
rasta kharap amader,Road Maintenance
rastay boro gorto hoyeche,Road Maintenance
rasta sarai koro,Road Maintenance
pich uthe geche rastar,Road Maintenance
rasta theke dhulo urche,Road Maintenance
rastay jol jome geche,Road Maintenance
rasta die hata jai na,Road Maintenance
rasta thik nei ekhane,Road Maintenance
khub kharap rasta,Road Maintenance
rasta repair kora dorkar,Road Maintenance
gorto rasta theke accident hocche,Road Maintenance
rastar obostha kharap,Road Maintenance
mati theke rasta khule geche,Road Maintenance
rasta theke eit berocche,Road Maintenance
rasta vanga,Road Maintenance
amader rasta bhal na,Road Maintenance
rasta theke pich sore geche,Road Maintenance
brishti holei rasta nosto,Road Maintenance
notun rasta chai amader,Road Maintenance
rastar moddhe gorto thik korun,Road Maintenance
ei rasta diye gari chole na,Road Maintenance
bhanga rasta thik korte hobe,Road Maintenance
rasta vangar jonno gari fese geche,Road Maintenance
rasta kobe thik hobe,Road Maintenance
rasta te eto gorto keno,Road Maintenance
kacha rasta,Road Maintenance
rastay jhakuni khub,Road Maintenance
rastar hal kharap,Road Maintenance
bhanga chora rasta,Road Maintenance
road maintenance er kaj hocche na,Road Maintenance
rasta thik korar jonno lok pathan,Road Maintenance
rastay pathor choriye ache,Road Maintenance
rastar opor khub kosto hoy gari chalaate,Road Maintenance
khana khondo rastay,Road Maintenance
rastay boro fota,Road Maintenance
peech theke rasta chire geche,Road Maintenance
rastar kaaj e koti koti taka churi,Road Maintenance
amader rasta theke jol sorao,Road Maintenance
rasta pitch korben kobe,Road Maintenance
rasta repair chai,Road Maintenance
rastar theke bhenge gorto baniyeche,Road Maintenance
rasta theke sob dhulo asche,Road Maintenance
rasta thik korun ekhuni,Road Maintenance
rastay chalate giye bose porchi,Road Maintenance
amader rasta bhanga theke accident hochhe,Road Maintenance
rasta soman nei,Road Maintenance
rasta paka koro,Road Maintenance
rastar kono unnoyon nei,Road Maintenance
drain theke bad gondho,Sanitation
rasta e nongra theke rog choracche,Sanitation
drain jam hoye geche,Sanitation
paribesh nongra hoye ache,Sanitation
public toilet e baje gondho,Sanitation
cleaning hocche na rastar,Sanitation
toilet clean koro,Sanitation
nongra poribesh,Sanitation
sanitation thik nai ekhane,Sanitation
sulabh souchalay poriskar na,Sanitation
nongra drain theke mosa hoche,Sanitation
mosha r machi bhorti,Sanitation
drain theke gondho asche,Sanitation
drain overflow hocche,Sanitation
rasta theke moyla sorao,Sanitation
bosti elakay nongra beshi,Sanitation
manush joto toto nongra feleche,Sanitation
drain e pa fese jacche,Sanitation
drain block,Sanitation
gandagi charidike,Sanitation
poriskar porichonno nei ekhane,Sanitation
health issue hobe nongra theke,Sanitation
kono sanitizer dewa hoyni,Sanitation
bajar er kache souchalay nongra,Sanitation
public toilet bondho ache,Sanitation
poriskar jhi nei koto din,Sanitation
elaka theke durgondho chotacche,Sanitation
sanitation worker asena,Sanitation
drain theke jol rastay asche,Sanitation
paray lokjon joto toto toilet kore,Sanitation
sanitary line bhenge geche,Sanitation
bathroom er line fete geche,Sanitation
drain jom,Sanitation
drain pore rasta voyaboho obostha,Sanitation
rasta gulo eto nongra,Sanitation
municipality theke clean kore na,Sanitation
amader ward theke cleaning kora hok,Sanitation
machi ar moshar upodrob,Sanitation
gondho thaka jaina,Sanitation
safai karmi kobe asbe,Sanitation
khub durgondho amader elakay,Sanitation
drainage clean,Sanitation
toilet er theke jol rastay asche,Sanitation
cleanliness dorkar ekhane,Sanitation
nongra water line e giyeche,Sanitation
drain clear korar dorkar,Sanitation
sanitation problem khub,Sanitation
boka machi udche nongra te,Sanitation
nongra clear koro ekhoni,Sanitation
rastar alo jolche na,Public Lighting
street light nosto,Public Lighting
alo nei rastay,Public Lighting
andhokar rastay bhoy kore,Public Lighting
pole er light kharap,Public Lighting
lamp post e light nei,Public Lighting
rasta khub ondhokar,Public Lighting
street light off ache koto din,Public Lighting
alo bondho,Public Lighting
light blink korche,Public Lighting
alo fete geche,Public Lighting
amader paray street light chole na,Public Lighting
light kobe theke asbe,Public Lighting
lamp post bhenge geche,Public Lighting
rastay alo na thakay problem hocche,Public Lighting
light er switch kharap,Public Lighting
light lagate hobe rastay,Public Lighting
alo aseni paray,Public Lighting
lamp post on hoyni kal theke,Public Lighting
ondhokar rasta bhenge poreche,Public Lighting
amader ekhane public light nei,Public Lighting
ekti alo o kaj korche na,Public Lighting
light jolche na keno,Public Lighting
public lighting khrp,Public Lighting
rastay bulb lagate hobe,Public Lighting
street bulb fute geche,Public Lighting
rasta alo din,Public Lighting
chor asbe ondhokare,Public Lighting
accident hote pare ondhokare,Public Lighting
street light jole nibhe jacche,Public Lighting
kalker theke light golmaal,Public Lighting
light fuse,Public Lighting
rastay light chole jacche,Public Lighting
tube light jala aseni kew,Public Lighting
lamp post e churi hoyeche light,Public Lighting
amader elakay alo dorkar,Public Lighting
light e fault ache,Public Lighting
alor subidha nai ekhane,Public Lighting
lighting khub low,Public Lighting
pole e current asche light jalchena,Public Lighting
amader rasta light e dhaka chai,Public Lighting
street light e jhikimiki korche,Public Lighting
biddut ache light nei,Public Lighting
light change korun lamp post er,Public Lighting
alo dorkar amader rastay,Public Lighting
street light ekdom jalena,Public Lighting
rastar alor hal kharap,Public Lighting
ondhokar rastay matha ghurche,Public Lighting
alo diye sahayyo korun,Public Lighting
light thik korte asun,Public Lighting
gas er line fete geche,Gas Leaks
gas er gondho asche khub,Gas Leaks
line theke gas berocche,Gas Leaks
gas leak hocche,Gas Leaks
pipeline fete gas leak,Gas Leaks
gas er paip e chhed hoyeche,Gas Leaks
rasta diye gas er gondho,Gas Leaks
khub baje gas er srot,Gas Leaks
gas choriye poreche elakay,Gas Leaks
gas leak theke bhoy lagche,Gas Leaks
amader barir kache gas line leak,Gas Leaks
gas pipe vanga,Gas Leaks
taratari lok pathan gas leak hoche,Gas Leaks
gas theke nishash nite koshto hoche,Gas Leaks
gas berole agun lagbe,Gas Leaks
gas leaking from pipe,Gas Leaks
line theke gondho asche,Gas Leaks
kiser gas er gondho eta,Gas Leaks
gas er tubo bhenge geche,Gas Leaks
gas line repair chai,Gas Leaks
pipe faitta gas beroucche,Gas Leaks
gas leaking from street,Gas Leaks
kitchen gas line e leak ekhane na,Gas Leaks
rastar nicher gas pipe theke gondho,Gas Leaks
gas cylinder line leak,Gas Leaks
gas theke chokh jolche,Gas Leaks
danger gas leak,Gas Leaks
bepok gas leak hocche ekhane,Gas Leaks
gas fete geche,Gas Leaks
leak theke sondhoho hocche gas,Gas Leaks
gas line theke sabdho asche,Gas Leaks
pipe fete baje gas berocche,Gas Leaks
kono gas leak hocche bhoyongkor,Gas Leaks
amader matha betha korche gas e,Gas Leaks
gas pawa jacche rasta e,Gas Leaks
emergency gas leak ekhane,Gas Leaks
gas pipeline theke dhoya urche,Gas Leaks
gas leak er problem ta dekhun,Gas Leaks
gas theke agun berye ashte pare,Gas Leaks
bhayonok gas er bas,Gas Leaks
rasta khurche ar gas leak hocche,Gas Leaks
gas pawa jacche pipe theke,Gas Leaks
gandh asche gas line fete,Gas Leaks
gas line bhenge gas berole ki korbo,Gas Leaks
gas asche kothay theke,Gas Leaks
rasta e pipe leak gas,Gas Leaks
ekhuni asun gas line feteche,Gas Leaks
gas lekage atkao,Gas Leaks
gondho thakte parchina gas er jonno,Gas Leaks
gas line check korun ekhoni,Gas Leaks
khub joore awaj hocche,Noise
mike bajche jore,Noise
box bajacche raat bhor,Noise
eto awaj theke matha dhoreche,Noise
noise pollution khub hoche,Noise
loudspeaker e khub sabdo,Noise
construction er baje awaj,Noise
raat e ghumate parchi na awajer jonne,Noise
karkhana theke eto sobdo asche,Noise
sobdo dushon bondho koro,Noise
dj bajche onobroto,Noise
bosiye kirtan hocche jore,Noise
amader ekhane awaje kan fete jacche,Noise
gari theke eto horn bajacche,Noise
machine er sobdo,Noise
raat 12tar por o mike bajche,Noise
generator er baje baje sabdo,Noise
shabdo theke asustha lagche,Noise
awaje chhatra chhatrider porasona hochena,Noise
kothay theke eto awaj asche,Noise
loud sound system bajche,Noise
bason baje awaj hocche,Noise
club theke baje awaj asche,Noise
raat e party korche loud music e,Noise
boma fatchhe jore awaj,Noise
sound pollution hocche amader paray,Noise
parar chele ra jore gaan chaliyeche,Noise
awaj er theke thaka pachhina,Noise
shabdo niontron koron,Noise
amader choto bacha awaje vasa jacchina,Noise
kol karkhanar sobdo,Noise
awaj thik kore bandho korun,Noise
music player khub jore bajche,Noise
pujor mike eto jore keno,Noise
horn er shabde matha fete jacche,Noise
lokjon chitkar korche rasta theke,Noise
loud noise complaint korchi,Noise
baje sound hocche kach theke,Noise
generator chole noise dushon,Noise
sound koman please,Noise
music bajate bondho bolun,Noise
raat er belay eto chitkar,Noise
paray khub jore sobdo hoche,Noise
hospital er kache awaj hocche,Noise
kaner porda fete jacche mike e,Noise
awaj hoche bondho kor,Noise
sabdo koman ekhuni,Noise
box bajano bondho kora hok,Noise
noise hoche construction theke,Noise
awajer dushone pran otho,Noise
rasta theke moyla tulche na,Waste Management
moyla e jome pahar hoyeche,Waste Management
koto din dhore moyla pori ache,Waste Management
moylar gari aseni,Waste Management
nongra charidike,Waste Management
dustbin theke moyla upche porche,Waste Management
